Station,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
DM1,1986-01-01,,19.4,8.1,26.9,,,1.5,57.0,110.0,135.57959667790976,21.857789910374027,0.023278552297028035,47.131626336633424,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1986-04-01,3.1,26.3,7.6,17.6,,,2.3,26.0,780.0,118.88255898554446,25.630825555132713,0.06,143.26573982541453,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1986-07-01,6.3,30.8,8.2,14.1,0.033,0.279,2.8,10.0,30.0,96.15872072931282,25.450220264943898,0.03487878149237168,77.20566381246738,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1986-10-01,4.25,22.55,7.75,23.5,0.024499999999999997,0.74,2.55,48.0,19150.0,99.4681599160831,22.914089893131557,0.04097235007063394,185.87290204308076,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1987-01-01,3.6,21.5,7.4,24.5,0.001,0.85,2.4,15.0,1300.0,138.1423799257201,20.0,0.052137328265849665,41.57405790329739,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1987-04-01,4.949999999999999,25.799999999999997,7.65,16.65,0.008,0.4995,1.45,9.25,1860.0,97.24357943574931,35.3091505068607,0.018376659517303502,56.82356514494385,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1987-07-01,1.2,29.7,7.8,14.0,0.189,1.2,4.7,60.0,,139.60820698458227,37.66597662604256,0.02969348371270132,71.87116683907523,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1987-10-01,1.3,24.35,7.4,14.55,0.11199999999999999,2.15,6.5,25.5,36000.0,140.75361827161476,24.155492397154138,0.03653965885317335,135.20145621210787,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1988-01-01,5.833333333333333,17.5,7.666666666666667,27.133333333333336,0.014333333333333332,0.6666666666666666,1.5333333333333332,43.333333333333336,4166.666666666667,173.68708062615022,25.82541255849484,0.039271844286548334,47.747812129268645,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1988-04-01,3.533333333333333,25.266666666666666,7.566666666666666,17.766666666666666,0.07633333333333334,1.2366666666666666,3.033333333333333,27.333333333333332,40733.333333333336,103.17011856464278,33.97997225656594,0.023341386434690685,100.90814341098175,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1988-07-01,4.666666666666667,30.03333333333333,7.966666666666666,12.066666666666668,0.10433333333333333,0.6433333333333334,2.066666666666667,31.666666666666668,2000.0,108.61960901931512,33.33857393651575,0.04215971826766582,88.99716074486683,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1988-10-01,5.966666666666666,20.3,8.05,24.933333333333337,0.0635,0.5800000000000001,3.3000000000000003,126.33333333333333,3067.0,40.0,46.72062682262743,0.03791436581980392,161.6841964581927,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1989-01-01,5.3,17.099999999999998,7.766666666666667,22.233333333333334,0.06233333333333333,0.8433333333333334,4.266666666666667,62.333333333333336,10466.666666666666,86.99244937350427,48.314391094343755,0.06,96.91992049953141,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1989-04-01,4.833333333333333,25.666666666666668,7.8,14.233333333333334,0.09500000000000001,0.7399999999999999,2.966666666666667,27.5,22366.666666666668,86.53548419791768,26.495597055492425,0.05383540358747692,27.440565366077365,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1989-07-01,4.033333333333333,28.233333333333334,8.200000000000001,17.8,0.13399999999999998,0.4133333333333334,2.3000000000000003,27.0,2633.3333333333335,137.69850930519848,32.36980011098444,0.033968135598236776,42.19691465741084,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1989-10-01,6.1000000000000005,22.599999999999998,8.066666666666666,25.46666666666667,0.09600000000000002,0.5599999999999999,2.566666666666667,35.666666666666664,966.6666666666666,183.25826159261192,23.715465086759796,0.03488197070496638,43.38877081023718,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-01-01,4.633333333333334,19.466666666666665,7.333333333333333,24.433333333333334,0.015,0.58,2.8333333333333335,57.0,7633.333333333333,140.32652943914923,54.630338415805774,0.054113533425479074,57.462321040162976,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-04-01,4.6000000000000005,26.53333333333333,7.566666666666666,15.5,0.018333333333333333,0.40666666666666673,1.0666666666666667,23.666666666666668,3200.0,154.6777175555832,36.18189936346397,0.041511546004021294,152.69114458167246,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-07-01,5.1,31.049999999999997,7.966666666666666,11.700000000000001,0.111,0.4533333333333333,2.466666666666667,87.33333333333333,933.3333333333334,95.1034428610471,46.11210706693785,0.022776602590811792,63.697591874896126,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-10-01,6.733333333333333,23.5,7.6000000000000005,23.166666666666668,0.07033333333333334,0.7999999999999999,3.1999999999999997,27.0,41833.333333333336,78.07088795657812,29.331853229717822,0.06,75.11293114224695,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-01-01,6.466666666666666,18.266666666666666,7.533333333333334,22.733333333333334,0.059,0.9266666666666667,6.166666666666667,50.666666666666664,35233.333333333336,111.52924956104722,46.52895618483784,0.026154772923833756,65.12284415088287,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-04-01,5.033333333333333,26.53333333333333,7.7,16.9,0.032,0.467,1.6666666666666667,54.333333333333336,3083.3333333333335,98.16860153901317,42.43308983945371,0.06,99.12310885438444,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-07-01,4.7,26.400000000000002,8.0,17.2,0.04633333333333334,0.4096666666666667,2.3333333333333335,118.33333333333333,8566.666666666666,89.86183236297768,50.71054664200033,0.04374272501804156,49.5500310379129,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-10-01,9.55,22.299999999999997,7.9,29.1,0.11199999999999999,0.635,3.4,52.5,2800.0,127.63912377312549,21.15302728764179,0.029743028292900892,67.09910342881928,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1992-01-01,6.433333333333334,16.0,7.266666666666667,22.566666666666666,0.013666666666666666,0.4643333333333333,2.3333333333333335,27.666666666666668,39333.333333333336,78.49278883215423,33.94408402109269,0.01587089179272203,66.65401152074809,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1992-04-01,4.533333333333333,25.96666666666667,7.666666666666667,11.466666666666667,0.027333333333333334,0.2813333333333333,1.0,21.333333333333332,5333.333333333333,148.92682396914316,47.73534833972243,0.04964266223488065,70.8805296695507,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
