"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Eastern Buffer","EM1","1986-01-16","1","Surface Water","N/A","N/A","1.2","N/A","N/A","N/A","N/A","16.3","N/A","N/A","N/A","33","N/A","N/A","N/A","N/A","N/A","160","160","N/A","80","N/A","N/A","N/A"
"Eastern Buffer","EM1","1986-01-16","1","Middle Water","N/A","N/A","1.4","0.06","N/A","0.1","N/A","16.1","42","N/A","N/A","33","N/A","8.2","N/A","N/A","N/A","200","200","N/A","86","2.1","N/A","0.7"
"Eastern Buffer","EM1","1986-01-16","1","Bottom Water","N/A","N/A","1.8","N/A","N/A","N/A","N/A","16.1","N/A","N/A","N/A","33","N/A","N/A","N/A","N/A","N/A","240","240","N/A","85","N/A","N/A","N/A"
"Eastern Buffer","EM1","1986-04-11","1","Surface Water","N/A","0.006","1.9","0.08","0.72","0.68","0.21","19.1","1.5","0.49","2.5","33.8","<0.2","8.1","0.039","0.013","0.03","100","80","4.9","66","2","0.169","0.3"
"Eastern Buffer","EM1","1986-04-11","1","Bottom Water","N/A","0.004","9","0.15","0.85","0.82","0.13","19.6","31","0.37","2.5","34","0.3","8.2","0.02","0.007","0.02","40","40","5.7","76","0.8","0.1","0.2"
"Eastern Buffer","EM1","1986-05-12","1","Surface Water","N/A","0.01","3.3","0.07","0.62","0.55","0.32","24.5","4","0.85","2.2","30.6","0.9","8","0.05","0.014","0.052","2900","2800","4.8","69","1.3","0.25","1"
"Eastern Buffer","EM1","1986-05-12","1","Bottom Water","N/A","0.006","1.2","0.02","0.27","0.25","0.14","24.6","1.5","0.36","2.2","33.5","0.8","8.1","0.02","0.006","0.018","300","270","6","84","0.6","0.119","0.5"
"Eastern Buffer","EM1","1986-06-09","1","Surface Water","N/A","N/A","1","N/A","N/A","N/A","N/A","25.8","N/A","N/A","3.5","32.2","N/A","N/A","N/A","N/A","N/A","1700","1400","5.9","87","N/A","N/A","N/A"
"Eastern Buffer","EM1","1986-06-09","1","Middle Water","N/A","0.001","1.1","0.02","0.6","0.58","0.05","25.8","2","0.31","3.5","32.2","<0.2","8.1","0.01","0.01","0.011","N/A","N/A","5.9","87","2","0.025","0.4"
"Eastern Buffer","EM1","1986-06-09","1","Bottom Water","N/A","N/A","1.1","N/A","N/A","N/A","N/A","25.7","N/A","N/A","3.5","32.3","N/A","N/A","N/A","N/A","N/A","94","62","5.5","80","N/A","N/A","N/A"
"Eastern Buffer","EM1","1986-07-07","1","Surface Water","N/A","0.026","3.1","0.09","1.52","1.4","0.5","26.5","3.5","1.3","1.8","23.9","7.1","8.1","0.039","0.028","0.092","3500","3500","4.6","66","14","0.38","2.3"
"Eastern Buffer","EM1","1986-07-07","1","Middle Water","N/A","0.003","1.9","0.05","0.92","0.83","0.17","23.2","2","0.98","1.8","30.7","2.4","8","0.02","0.031","0.055","N/A","N/A","4.3","60","5","0.079","0.6"
"Eastern Buffer","EM1","1986-07-07","1","Bottom Water","N/A","0.003","2.4","0.08","0.4","0.32","0.15","22.6","1.5","1.3","1.8","30.8","3.6","8","0.02","0.031","0.052","2400","2400","4.2","59","6.3","0.069","0.6"
"Eastern Buffer","EM1","1986-08-04","1","Surface Water","N/A","0.002","3.4","0.08","0.74","0.71","0.05","26.4","2.5","0.11","2","30.3","5.7","8.3","0.02","0.01","0.018","1400","1300","8.1","115","6.6","0.022","3.1"
"Eastern Buffer","EM1","1986-08-04","1","Middle Water","N/A","0.001","4.5","0.08","0.78","0.74","0.06","26.1","3.5","0.11","2","31","3","8.2","0.029","0.013","0.024","N/A","N/A","6.9","97","5.6","0.02","2.2"
"Eastern Buffer","EM1","1986-08-04","1","Bottom Water","N/A","0.014","4.1","0.09","0.7","0.65","0.27","25.2","5.5","0.17","2","31.3","9.2","8.2","0.029","0.017","0.029","2400","2400","5.1","71","22","0.22","2"
"Eastern Buffer","EM1","1986-09-01","1","Surface Water","N/A","0.013","3.4","0.06","0.84","0.78","0.35","29.5","1","0.31","1.9","30.8","2.7","7.9","0.05","0.029","0.031","7800","7600","3.4","54","10","0.289","1"
"Eastern Buffer","EM1","1986-09-01","1","Middle Water","1.5","0.01","5","0.06","0.64","0.58","0.31","28.6","8","0.85","1.9","32.1","0.5","7.8","0.039","0.033","0.022","N/A","N/A","2.8","44","2.7","0.25","0.5"
"Eastern Buffer","EM1","1986-09-01","1","Bottom Water","1.5","0.007","5.1","0.06","0.75","0.7","0.24","28.5","4.5","0.96","1.9","32.5","0.9","7.9","0.039","0.033","0.019","3600","3400","3.2","49","1.5","0.19","0.7"
"Eastern Buffer","EM1","1986-10-10","1","Surface Water","1.5","0.022","5.3","0.06","0.72","0.63","0.46","27.1","6","0.82","1.5","32.8","0.3","8.1","0.05","0.029","0.06","1700","160","2.9","43","2.1","0.369","1.3"
"Eastern Buffer","EM1","1986-10-10","1","Middle Water","1","0.021","6.1","0.1","0.56","0.49","0.4","27","2","0.83","1.5","32.9","0.6","8.1","0.05","0.02","0.05","N/A","N/A","3.1","47","1.5","0.33","1.2"
"Eastern Buffer","EM1","1986-10-10","1","Bottom Water","<0.5","0.023","10","0.05","0.59","0.52","0.37","26.9","11","1","1.5","33","0.9","8.2","0.029","0.024","0.046","610","510","4","60","1","0.3","1.3"
"Eastern Buffer","EM1","1986-11-10","1","Surface Water","1","0.009","3.8","0.03","0.44","0.38","0.2","23.5","3","0.65","N/A","33.5","0.4","8.2","0.029","0.022","0.04","130","80","5.8","82","1.7","0.139","0.4"
"Eastern Buffer","EM1","1986-11-10","1","Middle Water","1.5","0.008","5.6","0.04","0.43","0.38","0.18","23.4","4","0.64","N/A","33.5","<0.2","8.2","0.029","0.022","0.031","N/A","N/A","5.7","81","2.5","0.13","0.6"
"Eastern Buffer","EM1","1986-11-10","1","Bottom Water","1.5","0.007","5.2","0.04","0.43","0.38","0.18","23.4","3.5","0.69","N/A","33.4","0.8","8.2","0.029","0.019","0.031","460","430","5.7","81","1.7","0.13","0.7"
"Eastern Buffer","EM1","1986-12-08","1","Surface Water","1","0.003","3","0.07","0.47","0.34","0.22","19.2","3","2.3","1.9","31.8","<0.2","8.1","0.029","0.019","0.11","530","530","6.2","81","1.3","0.086","0.3"
"Eastern Buffer","EM1","1986-12-08","1","Middle Water","0.5","0.004","3","0.08","0.56","0.43","0.23","19.2","1","2.3","1.9","31.8","0.3","8.1","0.029","0.02","0.11","N/A","N/A","6.2","81","0.8","0.096","0.2"
"Eastern Buffer","EM1","1986-12-08","1","Bottom Water","1.5","0.003","3.8","0.06","0.48","0.36","0.21","19.2","3","2.4","1.9","31.7","<0.2","8.1","0.029","0.02","0.1","600","600","6.2","81","1","0.09","0.2"
"Eastern Buffer","EM1","1987-01-09","1","Surface Water","2","0.005","2.2","0.13","0.96","0.84","0.33","18.2","2.5","0.99","3.6","31.3","1.3","8","0.06","0.029","0.087","590","470","5.6","73","6.7","0.21","0.6"
"Eastern Buffer","EM1","1987-01-09","1","Middle Water","0.5","0.005","1.9","0.1","0.93","0.78","0.34","18","1.5","0.98","3.6","31.4","1.8","8","0.05","0.055","0.092","N/A","N/A","5.8","75","5.7","0.19","0.5"
"Eastern Buffer","EM1","1987-01-09","1","Bottom Water","1","0.004","3.7","0.06","0.81","0.7","0.27","18","1.5","0.93","3.6","30.6","<0.2","8","0.039","0.024","0.085","780","760","6","77","1.9","0.16","0.3"
"Eastern Buffer","EM1","1987-02-09","1","Surface Water","1","0.005","1.8","0.16","0.43","0.32","0.26","17.2","1","0.59","3.5","32.2","<0.2","8.1","<0.01","0.077","0.03","750","660","6.8","86","1","0.149","1.2"
"Eastern Buffer","EM1","1987-02-09","1","Middle Water","1","0.005","1.7","0.11","0.35","0.25","0.24","17.2","1","0.55","3.5","32.2","<0.2","8.1","0.01","0.056","0.039","N/A","N/A","7.1","89","1","0.149","1.2"
"Eastern Buffer","EM1","1987-02-09","1","Bottom Water","1","0.002","1.9","0.08","0.25","0.18","0.12","17.1","1.5","0.51","3.5","32.2","<0.2","8.2","<0.01","0.023","0.048","310","270","7.1","89","1","0.053","1"
"Eastern Buffer","EM1","1987-03-09","1","Surface Water","3","0.006","1.3","0.12","0.4","0.33","0.39","19.6","5","0.74","6","32.8","1.3","7.8","0.06","0.016","0.051","210","160","5.3","70","<0.2","0.32","0.5"
"Eastern Buffer","EM1","1987-03-09","1","Middle Water","1.5","0.005","1.4","0.05","0.46","0.41","0.31","19.3","2","0.66","6","33.2","0.4","7.8","0.05","0.013","0.037","N/A","N/A","5.1","67","<0.2","0.259","0.7"
"Eastern Buffer","EM1","1987-03-09","1","Bottom Water","2","0.004","6.9","0.03","0.31","0.28","0.18","19.2","5.5","0.52","6","33.8","<0.2","7.9","0.029","0.009","0.021","430","400","5.7","74","0.4","0.149","0.2"
"Eastern Buffer","EM1","1987-04-02","1","Surface Water","4.5","0.01","5.8","0.07","0.61","0.53","0.43","20.4","31","0.74","2","32.4","<0.2","8","0.029","0.044","0.037","3100","3000","5.5","73","<0.2","0.35","1.5"
"Eastern Buffer","EM1","1987-04-02","1","Middle Water","2","0.007","6.8","0.09","0.55","0.44","0.35","20.5","8.5","0.83","2","32.4","1.4","8","0.029","0.09","0.02","N/A","N/A","5.5","73","<0.2","0.24","0.9"
"Eastern Buffer","EM1","1987-04-02","1","Bottom Water","2","0.006","7.9","0.11","0.41","0.31","0.29","20.3","9.5","0.59","2","32.5","0.5","8","0.02","0.069","0.034","2900","2900","6.1","82","<0.2","0.19","0.7"
"Eastern Buffer","EM1","1987-05-08","1","Surface Water","1.5","0.006","1.8","0.04","0.58","0.53","0.26","22.8","3.5","0.44","2.8","32.5","0.6","7.9","0.028","0.023","0.029","3700","3700","4.8","66","0.4","0.21","1"
"Eastern Buffer","EM1","1987-05-08","1","Middle Water","2","0.005","1.7","0.04","0.51","0.46","0.24","22.7","5","0.38","2.8","32.7","<0.2","7.9","0.029","0.022","0.025","N/A","N/A","4.9","67","0.4","0.19","1"
"Eastern Buffer","EM1","1987-05-08","1","Bottom Water","1.5","0.002","3.4","0.05","0.23","0.19","0.12","22.6","4.5","0.35","2.8","32.9","<0.2","7.9","0.021","0.02","0.023","1100","1100","5.2","71","0.4","0.08","0.8"
"Eastern Buffer","EM1","1987-06-08","1","Surface Water","3","0.003","2.4","0.04","0.7","0.53","0.21","25.4","9","0.16","3.5","27.2","4","8.2","0.016","0.038","0.13","1500","1500","5.8","85","27","0.044","2.2"
"Eastern Buffer","EM1","1987-06-08","1","Middle Water","2","0.001","2.2","0.08","0.62","0.5","0.13","24","4","0.45","3.5","32.5","2.9","8","0.031","0.04","0.075","N/A","N/A","4.1","59","8.2","0.011","1"
"Eastern Buffer","EM1","1987-06-08","1","Bottom Water","2.5","0.003","2.7","0.04","0.31","0.24","0.14","23.8","4.5","0.72","3.5","33.2","0.5","8","0.013","0.038","0.033","3700","3700","4.1","58","2.7","0.071","0.5"
"Eastern Buffer","EM1","1987-07-10","1","Surface Water","2","0.01","4.7","0.09","0.64","0.48","0.27","26.7","5.5","0.54","2.5","26.7","4.9","8.3","0.009","0.019","0.14","1400","1300","3.5","51","30","0.11","2.5"
"Eastern Buffer","EM1","1987-07-10","1","Middle Water","2.5","0.008","7.8","0.13","0.85","0.71","0.27","25.9","10","0.69","2.5","28.9","7.3","8.1","0.014","0.021","0.12","N/A","N/A","3.2","47","18","0.13","2"
"Eastern Buffer","EM1","1987-07-10","1","Bottom Water","2","0.007","15","0.08","0.65","0.55","0.29","24","13","1.1","2.5","32.1","0.4","7.9","0.034","0.026","0.078","7300","5900","2.2","32","4","0.19","0.8"
"Eastern Buffer","EM1","1987-08-07","1","Surface Water","3.5","0.003","6","0.06","0.22","0.11","0.15","24.3","9.5","0.23","1.8","29.4","6.9","8.2","0.013","0.017","0.097","5200","4200","5.1","74","17","0.04","1.7"
"Eastern Buffer","EM1","1987-08-07","1","Middle Water","2","0.001","11.5","0.08","0.26","0.17","0.12","22","11","0.83","1.8","33.6","1.6","8","0.026","0.016","0.069","N/A","N/A","3.6","52","2.1","0.033","0.6"
"Eastern Buffer","EM1","1987-08-07","1","Bottom Water","3.5","0.001","11","0.06","0.21","0.12","0.12","21.7","14","0.8","1.8","34.1","1.7","8","0.026","0.016","0.07","5500","4800","3.6","55","1.9","0.038","0.7"
"Eastern Buffer","EM1","1987-09-07","1","Surface Water","4","0.008","17","0.07","0.97","0.9","0.19","25.6","11","0.4","1.5","31.3","4.2","8.2","0.023","0.013","0.052","7700","6900","4.1","60","6.1","0.12","1"
"Eastern Buffer","EM1","1987-09-07","1","Middle Water","5.5","0.009","13","0.07","0.92","0.85","0.2","25.6","13","0.4","1.5","31.4","4.3","8.2","0.025","0.013","0.053","N/A","N/A","4","59","6.9","0.13","1.2"
"Eastern Buffer","EM1","1987-09-07","1","Bottom Water","4.5","0.008","12","0.09","1.07","1","0.19","25.4","12","0.46","1.5","31.4","2.8","8.2","0.027","0.013","0.053","8800","8600","4","58","7.1","0.12","1.3"
"Eastern Buffer","EM1","1987-10-09","1","Surface Water","1.5","0.009","8.5","0.14","1.17","1.1","0.34","27.5","2.5","0.46","1.6","32.4","2.1","7.8","0.047","0.031","0.043","14000","14000","4.8","72","6.9","0.27","0.9"
"Eastern Buffer","EM1","1987-10-09","1","Middle Water","1.5","0.009","11","0.13","1.17","1.1","0.37","27.4","4","0.4","1.6","32.5","2.8","7.8","0.051","0.03","0.042","N/A","N/A","4.7","71","5.9","0.3","0.9"
"Eastern Buffer","EM1","1987-10-09","1","Bottom Water","2.5","0.008","8.2","0.11","0.87","0.78","0.36","27.4","9","0.56","1.6","32.6","2.4","7.7","0.063","0.03","0.055","20000","19000","4.6","69","5.3","0.27","1"
"Eastern Buffer","EM1","1987-11-05","1","Surface Water","2.5","0.007","9.5","0.07","0.66","0.58","0.23","24.7","5.5","1.1","2.3","33.4","<0.2","8.1","0.033","0.031","0.049","7900","7300","5","72","1.5","0.15","0.7"
"Eastern Buffer","EM1","1987-11-05","1","Middle Water","2","0.009","10.5","0.07","0.77","0.69","0.27","24.7","7","1.1","2.3","33.4","<0.2","8.1","0.033","0.031","0.047","N/A","N/A","5","73","1.5","0.19","0.6"
"Eastern Buffer","EM1","1987-11-05","1","Bottom Water","2","0.009","10","0.07","0.65","0.58","0.26","24.7","7.5","1.1","2.3","33.4","<0.2","8.1","0.03","0.031","0.042","6500","6100","5.2","76","1","0.19","0.7"
"Eastern Buffer","EM1","1987-12-07","1","Surface Water","2","0.001","4.1","0.02","0.46","0.38","0.1","18","3","1.2","2.2","33","0.3","8.2","0.02","0.011","0.064","1100","960","6.2","80","1.7","0.02","0.2"
"Eastern Buffer","EM1","1987-12-07","1","Middle Water","2","0.001","5.5","0.06","0.52","0.44","0.11","17.9","5","1.2","2.2","33","0.2","8.3","0.03","0.016","0.064","N/A","N/A","6.2","79","1.7","0.031","0.4"
"Eastern Buffer","EM1","1987-12-07","1","Bottom Water","2","0.002","6.1","0.03","0.41","0.33","0.11","17.8","7","1.4","2.2","33","<0.2","8.2","0.02","0.012","0.063","1000","950","6.5","83","1.5","0.039","0.1"
"Eastern Buffer","EM1","1988-01-07","1","Surface Water","2.5","0.007","3.9","0.09","1.01","0.9","0.31","18","5","1","4.3","31.4","1.1","8.1","0.04","0.018","0.093","470","370","6.5","82","2.1","0.2","0.9"
"Eastern Buffer","EM1","1988-01-07","1","Middle Water","3","0.006","3.5","0.06","0.78","0.67","0.27","17.7","5.5","1.1","4.3","31.5","0.4","8.2","0.034","0.017","0.088","N/A","N/A","6.6","83","2.7","0.16","0.8"
"Eastern Buffer","EM1","1988-01-07","1","Bottom Water","4","0.005","3.1","0.06","0.68","0.58","0.22","17.7","6.5","0.99","4.3","31.6","1","8.2","0.025","0.016","0.085","360","300","6.8","87","1.7","0.12","0.6"
"Eastern Buffer","EM1","1988-02-08","1","Surface Water","2","0.002","4.6","0.05","0.52","0.44","0.15","17.6","3.5","0.7","2.5","32.9","<0.2","8.1","0.02","0.043","0.033","1800","1500","6.7","84","2.3","0.074","0.6"
"Eastern Buffer","EM1","1988-02-08","1","Middle Water","4.5","0.002","6.3","0.05","0.46","0.39","0.14","17.6","7.5","0.67","2.5","32.9","<0.2","8.1","0.02","0.04","0.034","580","560","6.8","86","1.9","0.061","0.9"
"Eastern Buffer","EM1","1988-02-08","1","Bottom Water","3","0.002","3.8","0.03","0.43","0.35","0.15","17.6","4.5","0.76","2.5","32.9","0.7","8","0.03","0.042","0.035","1000","1000","6.8","87","1.3","0.076","0.6"
"Eastern Buffer","EM1","1988-03-07","1","Surface Water","2.5","0.003","3.1","0.12","0.68","0.58","0.24","15","7.5","1","4.3","31.9","0.5","8","0.028","0.015","0.089","1700","1500","5.6","68","1.5","0.14","0.7"
"Eastern Buffer","EM1","1988-03-07","1","Middle Water","2.5","0.003","1.4","0.17","0.77","0.66","0.23","14.9","7","1","4.3","32","<0.2","8","0.026","0.017","0.09","2300","2100","5.7","69","1.3","0.12","0.7"
"Eastern Buffer","EM1","1988-03-07","1","Bottom Water","5.5","0.002","2.3","0.08","0.73","0.63","0.2","14.9","19","1.1","4.3","32.1","0.2","8","0.025","0.014","0.09","900","900","5.8","70","1","0.1","0.7"
"Eastern Buffer","EM1","1988-04-11","1","Surface Water","1.5","0.001","6.2","<0.02","0.54","0.52","0.03","16.9","2","0.6","2","32.9","0.8","8.3","0.005","0.002","0.022","200","160","7.8","98","2.7","0.005","0.1"
"Eastern Buffer","EM1","1988-04-11","1","Middle Water","2.5","0.001","7.6","<0.02","0.58","0.56","0.02","16.9","4.5","0.61","2","32.8","<0.2","8.3","0.005","0.002","0.015","180","180","7.7","97","3.2","0.006","0.3"
"Eastern Buffer","EM1","1988-04-11","1","Bottom Water","1.5","0.001","10.1","0.02","0.43","0.4","0.04","16.9","4","0.68","2","32.8","0.9","8.3","0.005","0.002","0.025","230","230","7.6","96","1.9","0.017","<0.1"
"Eastern Buffer","EM1","1988-05-12","1","Surface Water","1","0.011","4","0.08","0.83","0.77","0.27","24.8","1","0.36","3.5","32.2","0.5","8.1","0.053","0.012","0.048","1600","1600","5.3","78","5","0.21","2.5"
"Eastern Buffer","EM1","1988-05-12","1","Middle Water","1","0.005","3.5","0.06","0.62","0.58","0.14","23.1","1.5","0.41","3.5","33.7","1.4","8.1","0.025","0.009","0.03","7600","6500","5.3","76","1.5","0.1","1.3"
"Eastern Buffer","EM1","1988-05-12","1","Bottom Water","2","0.005","3.3","0.05","0.53","0.5","0.13","23","4","0.37","3.5","33.8","0.9","8.1","0.018","0.007","0.027","2700","2500","5.3","76","2.3","0.091","1.5"
"Eastern Buffer","EM1","1988-06-06","1","Surface Water","0.5","0.005","4.2","0.04","0.54","0.52","0.1","26.6","1","0.08","2.5","33.4","4.6","8.1","0.008","0.005","0.019","1","1","5.8","88","10","0.072","0.7"
"Eastern Buffer","EM1","1988-06-06","1","Middle Water","0.5","0.004","6.2","0.03","0.51","0.48","0.1","26.1","2.5","<0.05","2.5","33.5","4.8","8.2","<0.005","0.005","0.025","100","80","5.6","84","8","0.066","0.7"
"Eastern Buffer","EM1","1988-06-06","1","Bottom Water","1.5","0.004","6.6","0.03","0.48","0.45","0.09","25.8","4","0.26","2.5","33.8","3.8","8.1","<0.005","0.005","0.022","20","20","5.4","81","8.4","0.061","0.6"
"Eastern Buffer","EM1","1988-07-08","1","Surface Water","3","0.001","4.5","0.02","0.5","0.43","0.08","25.8","7","0.32","2","29","14","8.3","<0.005","0.026","0.042","900","700","5.8","86","37","0.012","1.4"
"Eastern Buffer","EM1","1988-07-08","1","Middle Water","2.5","0.003","5.5","0.05","0.62","0.57","0.12","23.5","7","0.66","2","33.2","2.8","8.1","0.011","0.027","0.025","4800","4600","4.7","67","1.7","0.072","0.6"
"Eastern Buffer","EM1","1988-07-08","1","Bottom Water","2","0.002","5.9","0.05","0.63","0.58","0.1","23.3","6","0.75","2","33.5","1.4","8.1","0.018","0.027","0.022","2600","2600","4.8","69","1.9","0.05","2.8"
"Eastern Buffer","EM1","1988-08-12","1","Surface Water","1.5","0.004","2.3","<0.02","0.29","0.26","0.06","26.8","2","0.05","4.8","31","1.8","8.4","0.005","0.008","0.018","230","210","6.1","91","6.3","0.034","0.8"
"Eastern Buffer","EM1","1988-08-12","1","Middle Water","1.5","0.009","3.5","0.04","0.49","0.43","0.18","24.5","3.5","0.21","4.8","32.4","4.5","8.3","0.02","0.019","0.038","1900","1700","4","57","5.3","0.12","0.5"
"Eastern Buffer","EM1","1988-08-12","1","Bottom Water","1","0.009","4.8","0.02","0.44","0.36","0.24","23.8","4","0.53","4.8","33.1","1.9","8.2","0.02","0.03","0.045","4600","3100","3.6","52","3.4","0.16","0.3"
"Eastern Buffer","EM1","1988-09-13","1","Surface Water","1.5","0.001","1.5","0.03","0.46","0.41","0.05","26","5","0.06","1.8","30.3","2.3","8.5","<0.005","0.011","0.036","4400","4400","7.3","106","12","0.005","2.2"
"Eastern Buffer","EM1","1988-09-13","1","Middle Water","1.5","0.003","6.5","0.04","0.49","0.42","0.13","24.7","2","0.18","1.8","32.1","3.9","8.1","0.012","0.018","0.049","5900","5700","5.4","78","12","0.066","1.5"
"Eastern Buffer","EM1","1988-09-13","1","Bottom Water","0.5","0.002","5","0.04","0.4","0.34","0.08","23.5","7","0.11","1.8","33","4.5","8.4","0.007","0.014","0.043","6900","6100","3.9","55","4.6","0.022","2.1"
"Eastern Buffer","EM1","1988-10-07","1","Surface Water","1.5","0.011","3.3","0.04","0.78","0.71","0.19","24.9","1.5","1","2.2","31.9","0.9","8.3","0.012","0.026","0.041","20","10","4.7","68","2.3","0.12","0.5"
"Eastern Buffer","EM1","1988-10-07","1","Middle Water","2","0.001","5.3","0.03","0.7","0.63","0.08","24.7","5.5","1.1","2.2","31.9","1.3","8.3","0.005","0.026","0.044","20","1","4.8","69","1.3","<0.005","0.4"
"Eastern Buffer","EM1","1988-10-07","1","Bottom Water","2","0.013","6.3","0.04","0.77","0.7","0.21","24.7","6","1.1","2.2","31.9","0.5","8.4","0.018","0.026","0.041","1","1","4.9","72","1.5","0.14","0.5"
"Eastern Buffer","EM1","1988-11-18","1","Surface Water","1","0.014","3.2","0.09","0.87","0.72","0.58","21.4","2.5","1.7","2","31.1","0.7","8","0.072","0.024","0.13","90","90","3.6","49","<0.2","0.43","0.4"
"Eastern Buffer","EM1","1988-11-18","1","Middle Water","0.5","0.014","3.5","0.1","0.73","0.58","0.57","21.4","2","1.7","2","31.1","0.5","8","0.07","0.023","0.13","170","150","3.7","50","0.2","0.42","0.3"
"Eastern Buffer","EM1","1988-11-18","1","Bottom Water","0.5","0.015","3.8","0.11","0.81","0.67","0.56","21.4","2","1.8","2","31.2","0.4","8","0.066","0.022","0.12","190","170","3.8","52","0.6","0.42","0.3"
"Eastern Buffer","EM1","1988-12-12","1","Surface Water","1.5","0.011","4","0.06","0.55","0.47","0.29","19.2","4","0.44","2.5","31","0.8","8.3","0.03","0.013","0.068","200","200","5.9","78","1","0.21","0.2"
"Eastern Buffer","EM1","1988-12-12","1","Middle Water","1.5","0.011","7.3","0.04","0.54","0.46","0.27","19","6.5","0.43","2.5","31.1","1.4","8.3","0.029","0.013","0.064","1600","1500","6.1","79","0.8","0.19","0.2"
"Eastern Buffer","EM1","1988-12-12","1","Bottom Water","2.5","0.009","14.7","0.05","0.53","0.46","0.23","19","12","0.4","2.5","31.1","1.3","8.3","0.022","0.011","0.055","1800","1800","6.4","83","1","0.16","0.2"
"Eastern Buffer","EM1","1989-01-09","1","Surface Water","1.5","0.008","5.9","0.04","0.59","0.5","0.24","17.5","4.5","1.1","2.1","31.7","0.2","8.3","0.028","0.018","0.075","1300","1200","6.2","79","0.6","0.15","0.3"
"Eastern Buffer","EM1","1989-01-09","1","Middle Water","1","0.007","7.8","0.04","0.58","0.49","0.22","17.4","5","1","2.1","31.7","0.3","8.3","0.026","0.017","0.068","900","800","6.6","84","0.4","0.13","0.2"
"Eastern Buffer","EM1","1989-01-09","1","Bottom Water","1","0.007","7.8","0.04","0.46","0.38","0.2","17.3","5","0.99","2.1","31.7","0.4","8.4","0.024","0.017","0.067","700","700","6.7","85","0.4","0.12","0.3"
"Eastern Buffer","EM1","1989-02-13","1","Surface Water","1.5","0.003","3.8","0.04","1.21","1.1","0.18","15","4","0.8","3.3","31.9","1","8.3","0.02","0.013","0.095","70","70","7.4","89","3.6","0.07","0.7"
"Eastern Buffer","EM1","1989-02-13","1","Middle Water","1.5","0.003","3.9","0.04","0.39","0.28","0.19","14.9","3.5","0.88","3.3","31.9","1.3","8.3","0.021","0.013","0.093","9800","8500","7.5","90","3.6","0.079","0.5"
"Eastern Buffer","EM1","1989-02-13","1","Bottom Water","1.5","0.002","4","0.04","0.36","0.24","0.19","14.9","3","0.82","3.3","31.9","0.9","8.3","0.021","0.014","0.11","120","110","7.6","91","4","0.064","0.6"
"Eastern Buffer","EM1","1989-03-10","1","Surface Water","1","0.005","2.7","0.04","0.47","0.43","0.15","15.8","4","0.64","2.2","33.1","<0.2","8.3","0.015","0.007","0.03","360","310","7.1","87","1.6","0.11","0.7"
"Eastern Buffer","EM1","1989-03-10","1","Middle Water","1","0.004","2.7","0.04","0.4","0.35","0.15","15.7","4","0.72","2.2","33.2","<0.2","8.3","0.009","0.01","0.042","290","270","7.4","90","1.1","0.096","0.3"
"Eastern Buffer","EM1","1989-03-10","1","Bottom Water","1.5","0.004","2.8","0.03","0.39","0.35","0.11","15.9","4.5","0.66","2.2","33.4","0.5","8.3","0.01","0.007","0.028","230","220","7.6","94","0.9","0.079","0.2"
"Eastern Buffer","EM1","1989-04-10","1","Surface Water","0.5","0.008","5.1","0.04","0.48","0.44","0.23","18.4","2","0.65","2.2","33","0.7","8.2","0.04","0.007","0.034","1400","1400","5.3","68","0.7","0.19","0.3"
"Eastern Buffer","EM1","1989-04-10","1","Middle Water","1","0.006","6.2","0.04","0.44","0.4","0.21","18.2","2","0.63","2.2","33.1","1.4","8.2","0.015","0.007","0.035","1600","1500","5.5","70","<0.2","0.17","0.3"
"Eastern Buffer","EM1","1989-04-10","1","Bottom Water","<0.5","0.005","6.6","0.03","0.46","0.42","0.18","18.2","1.5","0.75","2.2","33.3","0.3","8.1","<0.005","0.007","0.034","1600","1600","6.1","78","0.5","0.14","0.3"
"Eastern Buffer","EM1","1989-05-08","1","Surface Water","1","0.01","9.5","0.04","0.72","0.66","0.25","22.7","1","0.48","1.3","32.3","0.9","8.2","0.03","0.011","0.046","13000","13000","4.5","62","1.9","0.19","0.8"
"Eastern Buffer","EM1","1989-05-08","1","Middle Water","2","0.011","13","0.05","0.63","0.58","0.25","22.7","5.5","0.44","1.3","32.3","1","8.2","0.024","0.011","0.041","9100","8900","4.5","63","2","0.2","0.7"
"Eastern Buffer","EM1","1989-05-08","1","Bottom Water","2","0.011","11.5","0.05","0.6","0.55","0.26","22.7","4.5","0.66","1.3","32.3","0.4","8.2","0.03","0.011","0.041","8600","8300","4.5","63","1.7","0.21","0.8"
