"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Victoria Harbour","VM1","1988-01-14","1","Surface Water","1","0.01","2.3","0.1","0.96","0.88","0.26","18.2","1.5","0.47","2.7","31.8","1.4","8.3","0.034","0.038","0.046","1500","1400","5.9","76","5.9","0.18","N/A"
"Victoria Harbour","VM1","1988-01-14","1","Middle Water","1","0.004","2.3","0.11","0.7","0.65","0.11","18.1","2","0.41","2.7","32","0.9","8.4","0.017","0.017","0.037","N/A","N/A","6.2","79","5.1","0.058","N/A"
"Victoria Harbour","VM1","1988-01-14","1","Bottom Water","1","0.002","2","0.06","0.62","0.57","0.08","17.8","2.5","0.41","2.7","32.2","1.4","8.4","0.012","0.016","0.034","200","170","N/A","N/A","7.4","0.029","N/A"
"Victoria Harbour","VM1","1988-01-27","1","Surface Water","7","0.005","2.5","0.08","0.91","0.84","0.26","17.8","16","0.87","2.8","32.3","0.5","8","0.035","0.019","0.051","2100","1700","N/A","N/A","2.3","0.19","1"
"Victoria Harbour","VM1","1988-01-27","1","Middle Water","11","0.004","3.6","0.05","0.76","0.69","0.24","17.5","36","0.76","2.8","32.5","1.5","8","0.035","0.018","0.047","2100","2000","N/A","N/A","1.3","0.17","1.1"
"Victoria Harbour","VM1","1988-01-27","1","Bottom Water","5.5","0.002","3.8","0.06","0.56","0.5","0.14","17.5","11","0.84","2.8","32.5","0.5","8","0.021","0.016","0.046","450","430","N/A","N/A","1.1","0.078","0.4"
"Victoria Harbour","VM1","1988-02-10","1","Surface Water","1.5","0.005","4.8","0.09","0.57","0.45","0.27","17.3","2","0.75","2.3","32.8","0.8","8.2","0.034","0.081","0.043","4400","4000","6.3","80","1.3","0.15","0.9"
"Victoria Harbour","VM1","1988-02-10","1","Middle Water","4","0.005","3.6","0.06","0.55","0.45","0.23","17.3","9.5","0.73","2.3","32.9","0.5","8.2","0.037","0.064","0.036","2400","2300","6.2","78","1.3","0.13","0.9"
"Victoria Harbour","VM1","1988-02-10","1","Bottom Water","4","0.006","5.4","0.41","0.77","0.66","0.27","17.3","10","0.07","2.3","32.8","0.5","8.2","0.06","0.07","0.037","3000","2900","6.5","82","1.1","0.16","1"
"Victoria Harbour","VM1","1988-02-24","1","Surface Water","2.5","0.004","3.2","0.07","0.73","0.63","0.32","16.5","5","0.91","N/A","32.6","1","7.9","0.03","0.032","0.066","1100","700","5.7","70","1.9","0.22","1.1"
"Victoria Harbour","VM1","1988-02-24","1","Middle Water","3","0.004","3.2","0.06","0.76","0.62","0.34","16.3","5.5","0.89","N/A","32.4","1","8","0.039","0.065","0.071","1300","1000","5.5","68","1.1","0.2","1"
"Victoria Harbour","VM1","1988-02-24","1","Bottom Water","2","0.004","3","0.09","0.79","0.64","0.34","16.3","5.5","0.86","N/A","32.4","<0.2","8","0.04","0.064","0.083","2500","2000","5.4","67","1.1","0.19","1.2"
"Victoria Harbour","VM1","1988-03-09","1","Surface Water","6.5","0.004","2.2","0.2","1.42","1.3","0.38","15","10","1.2","3","31.6","<0.2","7.9","0.055","0.022","0.1","2900","2700","4.9","58","1","0.26","1.3"
"Victoria Harbour","VM1","1988-03-09","1","Middle Water","3.5","0.004","2","0.12","1.32","1.2","0.35","14.9","15","1.2","3","31.7","<0.2","7.9","0.04","0.019","0.1","7400","6300","5","60","1.1","0.23","0.9"
"Victoria Harbour","VM1","1988-03-09","1","Bottom Water","3.5","0.003","2.6","0.11","1.12","1","0.32","14.8","17","1.4","3","31.8","<0.2","7.9","0.039","0.021","0.1","5700","5400","5.2","63","2.1","0.2","0.7"
"Victoria Harbour","VM1","1988-03-23","1","Surface Water","12","0.007","4.2","0.14","1.18","1.1","0.3","16.2","30","1.2","2.8","31.8","0.9","8.1","0.048","0.002","0.079","4800","3900","5.1","63","<0.2","0.22","0.7"
"Victoria Harbour","VM1","1988-03-23","1","Middle Water","3.5","0.005","4","0.1","1.01","0.93","0.27","16.2","7","1.2","2.8","31.7","0.3","8.1","0.047","0.003","0.078","3200","3000","5.1","63","0.2","0.19","1"
"Victoria Harbour","VM1","1988-03-23","1","Bottom Water","8.5","0.004","6","0.11","1.03","0.95","0.25","16.1","20","1.1","2.8","31.7","<0.2","8","0.043","0.003","0.077","900","900","5.3","65","0.8","0.17","0.8"
"Victoria Harbour","VM1","1988-04-06","1","Surface Water","1","0.005","4.9","0.07","0.68","0.62","0.3","17.2","2","0.91","2.3","32.2","<0.2","8","0.036","0.002","0.061","3000","2700","5.3","67","1","0.24","0.9"
"Victoria Harbour","VM1","1988-04-06","1","Middle Water","1","0.006","8.2","0.06","0.77","0.7","0.29","17","5.5","0.92","2.3","32.4","<0.2","8","0.038","<0.002","0.066","1600","1000","5.5","69","0.6","0.22","0.8"
"Victoria Harbour","VM1","1988-04-06","1","Bottom Water","1.5","0.006","4.5","0.06","1","0.93","0.3","17","3","0.93","2.3","32.4","0.2","8","0.036","0.002","0.063","1700","1600","5.4","68","0.4","0.23","0.9"
"Victoria Harbour","VM1","1988-04-21","1","Surface Water","2","0.007","6.5","0.1","1.26","1.1","0.42","19.8","2.5","1","2.5","32.3","<0.2","7.9","0.059","0.057","0.1","7200","6700","4","53","0.8","0.26","0.9"
"Victoria Harbour","VM1","1988-04-21","1","Middle Water","1","0.005","7.1","0.07","1.15","1","0.37","19.7","1","1","2.5","32.6","<0.2","7.9","0.056","0.051","0.098","8600","7900","3.9","53","1.1","0.22","0.7"
"Victoria Harbour","VM1","1988-04-21","1","Bottom Water","<0.5","0.006","13","0.05","0.97","0.83","0.35","19.8","3","0.94","2.5","32.8","<0.2","7.9","0.049","0.052","0.086","6900","6300","4.5","60","0.5","0.21","0.8"
"Victoria Harbour","VM1","1988-05-04","1","Surface Water","2.5","0.004","5.8","0.11","1.01","0.87","0.28","23.1","5","0.98","2.3","32.3","0.2","7.9","0.063","0.063","0.077","1800","1700","3.3","48","1.1","0.14","1.9"
"Victoria Harbour","VM1","1988-05-04","1","Middle Water","2.5","0.005","7.4","0.09","0.97","0.83","0.31","23","7","0.92","2.3","32.5","0.7","7.9","0.066","0.068","0.073","2900","2600","3.1","45","0.8","0.17","1.5"
"Victoria Harbour","VM1","1988-05-04","1","Bottom Water","2","0.004","7.4","0.12","1.12","0.97","0.3","22.9","9.5","0.94","2.3","32.7","0.6","7.9","0.062","0.082","0.071","4800","4800","3.3","47","0.8","0.15","1.4"
"Victoria Harbour","VM1","1988-05-18","1","Surface Water","1","0.011","6.8","0.14","0.99","0.94","0.39","24.7","2","0.75","1.9","32.4","3.8","7.9","0.055","0.013","0.036","2400","2300","2.8","40","18","0.34","0.8"
"Victoria Harbour","VM1","1988-05-18","1","Middle Water","1.5","0.011","7.4","0.1","1.15","1.1","0.39","24.6","5","0.75","1.9","32.6","7","7.9","0.056","0.013","0.037","2600","2400","2.6","38","14","0.34","1"
"Victoria Harbour","VM1","1988-05-18","1","Bottom Water","1.5","0.011","8.3","0.11","1.05","1","0.37","24.5","7.5","0.73","1.9","32.8","3.4","7.9","0.05","0.012","0.035","3300","2700","2.8","41","16","0.32","0.9"
"Victoria Harbour","VM1","1988-06-01","1","Surface Water","1.5","0.01","9.2","0.08","0.98","0.92","0.33","26","3.5","0.67","2.2","32.7","0.7","7.9","0.035","0.012","0.046","10000","8900","3.4","51","2.7","0.27","1"
"Victoria Harbour","VM1","1988-06-01","1","Middle Water","1","0.008","10.8","0.07","0.82","0.75","0.3","25.9","5","0.66","2.2","32.7","1","7.9","0.038","0.013","0.052","5600","5000","3.3","49","1.1","0.23","1.9"
"Victoria Harbour","VM1","1988-06-01","1","Bottom Water","1.5","0.009","12.4","0.07","0.87","0.82","0.32","25.8","5","0.65","2.2","32.9","1.5","7.9","0.045","0.011","0.039","4300","3300","3.3","50","1.1","0.27","1"
"Victoria Harbour","VM1","1988-06-15","1","Surface Water","1.5","0.003","8.8","0.04","0.53","0.43","0.13","28.5","5","0.17","1.5","28.5","4","8.2","<0.005","0.01","0.09","5600","5000","5.5","83","10","0.031","1.5"
"Victoria Harbour","VM1","1988-06-15","1","Middle Water","2","0.007","12","0.22","0.61","0.53","0.18","28.1","7.5","0.21","1.5","29.9","4.5","8.1","0.016","0.01","0.071","19000","19000","4.1","63","9.2","0.1","1.5"
"Victoria Harbour","VM1","1988-06-15","1","Bottom Water","2","N/A","14.5","0.06","0.59","0.51","0.17","N/A","10","0.17","1.5","N/A","3.8","8.1","0.018","0.01","0.065","23000","22000","N/A","N/A","8.8","0.098","1.5"
"Victoria Harbour","VM1","1988-06-29","1","Surface Water","2","0.01","4.5","0.07","0.78","0.64","0.33","26.2","4","1.5","1.5","30","2.5","8","0.035","0.042","0.097","6900","6000","4.4","65","3.6","0.19","1.2"
"Victoria Harbour","VM1","1988-06-29","1","Middle Water","5","0.011","5.5","0.08","0.78","0.65","0.35","25.5","14","1.3","1.5","31","1","8","0.034","0.041","0.089","7100","5900","3.7","54","2.3","0.22","0.9"
"Victoria Harbour","VM1","1988-06-29","1","Bottom Water","2","0.008","7","0.08","0.82","0.72","0.3","23.6","6.5","1.2","1.5","33.5","1.4","8","0.032","0.033","0.068","9100","8500","4.2","60","1.5","0.2","1"
"Victoria Harbour","VM1","1988-07-13","1","Surface Water","4","0.003","6","0.04","0.58","0.52","0.11","25.7","9","0.18","1.5","30.5","9.6","8.1","<0.005","0.025","0.035","2800","2100","5.8","86","16","0.048","1.1"
"Victoria Harbour","VM1","1988-07-13","1","Middle Water","3.5","0.006","5.3","0.03","0.62","0.56","0.19","24.9","9.5","0.42","1.5","31.5","9.7","8.1","0.02","0.026","0.037","9000","7300","4","59","8.2","0.13","0.9"
"Victoria Harbour","VM1","1988-07-13","1","Bottom Water","3","0.005","7.6","0.06","0.65","0.59","0.18","24.1","9","0.48","1.5","32.4","4.9","8","0.03","0.025","0.035","17000","15000","3","43","7.6","0.12","0.8"
"Victoria Harbour","VM1","1988-07-27","1","Surface Water","2","0.001","5","0.04","0.52","0.47","0.06","27","5","0.14","1.1","26.9","8.6","8.5","0.005","<0.002","0.052","1600","1500","7.1","103","31","0.006","1.8"
"Victoria Harbour","VM1","1988-07-27","1","Middle Water","1.5","0.001","10.1","0.03","0.41","0.37","0.04","22.2","6.5","0.88","1.1","33.8","1.2","8.3","0.008","0.009","0.029","9100","8200","4.2","59","0.6","<0.005","0.5"
"Victoria Harbour","VM1","1988-07-27","1","Bottom Water","2","N/A","4","0.05","0.53","0.47","0.07","N/A","5.5","0.78","1.1","N/A","1.8","8.1","0.009","0.021","0.042","12000","11000","N/A","N/A","4.4","<0.005","0.4"
"Victoria Harbour","VM1","1988-08-10","1","Surface Water","1.5","0.012","4.9","0.05","0.8","0.73","0.23","26.2","4.5","<0.05","2.2","30.9","12","8.2","0.015","0.019","0.053","1700","1700","4.4","66","27","0.16","2.3"
"Victoria Harbour","VM1","1988-08-10","1","Middle Water","1.5","0.014","3.7","0.04","0.76","0.66","0.36","24.8","4.5","0.14","2.2","32.1","8.6","8.1","0.029","0.028","0.068","2800","2700","2.7","40","12","0.26","1.8"
"Victoria Harbour","VM1","1988-08-10","1","Bottom Water","1.5","0.011","5.1","0.07","0.76","0.69","0.31","22.8","6.5","0.17","2.2","33.9","14","8.1","0.03","0.021","0.051","3100","2700","3.1","44","6.5","0.24","1.6"
"Victoria Harbour","VM1","1988-08-24","1","Surface Water","2","0.001","9","0.06","0.77","0.65","0.12","25.2","7.5","0.05","0.9","27.3","41","8.7","<0.005","0.034","0.084","300","300","8.9","129","23","0.006","4.4"
"Victoria Harbour","VM1","1988-08-24","1","Middle Water","1","0.004","8.5","0.04","0.33","0.23","0.18","21.3","4.5","0.88","0.9","33.8","2.7","8.2","0.022","0.057","0.047","8200","7400","3.3","46","2.9","0.075","0.6"
"Victoria Harbour","VM1","1988-08-24","1","Bottom Water","1.5","0.004","9","0.03","0.35","0.25","0.19","21.2","7","0.9","0.9","33.9","2","8.2","0.026","0.057","0.046","7000","6700","3.2","45","2.1","0.085","0.5"
"Victoria Harbour","VM1","1988-09-07","1","Surface Water","2","0.001","8","0.08","0.69","0.56","0.14","26.1","9.5","<0.05","2.2","28.7","18","8.3","0.008","0.01","0.12","4400","4000","8.2","121","32","0.006","3.3"
"Victoria Harbour","VM1","1988-09-07","1","Middle Water","2","0.001","8.7","0.08","0.76","0.61","0.16","22.5","13","0.16","2.2","33.9","11","8.3","0.005","0.018","0.13","6400","3700","3.3","47","28","0.008","3"
"Victoria Harbour","VM1","1988-09-07","1","Bottom Water","2.5","0.001","20","0.08","0.67","0.53","0.14","22.3","25","0.63","2.2","34.2","5.6","8.1","0.011","0.006","0.13","5100","4700","3.7","52","23","0.008","1.8"
"Victoria Harbour","VM1","1988-09-21","1","Surface Water","1","0.003","3.7","0.03","0.31","0.29","0.05","26.4","3","<0.05","1.6","31.5","1.6","8.4","<0.005","0.005","0.018","1200","1100","5.3","79","3.6","0.027","1.5"
"Victoria Harbour","VM1","1988-09-21","1","Middle Water","1","0.006","6","0.02","0.33","0.31","0.07","26.4","4.5","0.31","1.6","32.6","1.7","8.4","0.005","0.005","0.018","2000","2000","4.6","67","5.1","0.05","0.8"
"Victoria Harbour","VM1","1988-09-21","1","Bottom Water","1","N/A","7.9","0.03","0.34","0.32","0.08","N/A","6.5","0.49","1.6","N/A","0.5","8.4","<0.005","0.007","0.015","900","800","N/A","N/A","1.5","0.06","<0.1"
"Victoria Harbour","VM1","1988-10-05","1","Surface Water","<0.5","0.024","2.8","0.11","0.7","0.65","0.37","26.8","3","1.2","N/A","31.6","1.1","8.2","0.048","0.012","0.037","3500","2500","4.2","62","1.5","0.32","0.7"
"Victoria Harbour","VM1","1988-10-05","1","Middle Water","<0.5","0.023","3.3","0.07","0.58","0.53","0.35","26.5","2.5","1.2","N/A","31.6","0.9","8.2","0.043","0.012","0.034","5300","4600","4","58","1","0.3","0.7"
"Victoria Harbour","VM1","1988-10-05","1","Bottom Water","1.5","0.013","4.1","0.08","0.54","0.49","0.2","26","5","1.2","N/A","31.9","0.8","8.3","0.029","0.015","0.034","2900","2500","5.1","74","0.8","0.15","0.4"
"Victoria Harbour","VM1","1988-10-18","1","Surface Water","1.5","0.016","5.5","0.06","0.45","0.38","0.31","24.2","3","1.2","2","32.4","0.2","8.2","0.036","0.021","0.05","1100","1000","4.1","59","0.6","0.24","1.4"
"Victoria Harbour","VM1","1988-10-18","1","Middle Water","1","0.014","5","0.03","0.43","0.34","0.3","24","2","1.2","2","32.6","<0.2","8.2","0.03","0.021","0.065","900","900","5.1","73","0.4","0.21","1.2"
"Victoria Harbour","VM1","1988-10-18","1","Bottom Water","1","0.012","4","0.04","0.49","0.4","0.33","23.9","1","1.2","2","32.6","<0.2","8.1","0.035","0.021","0.065","1100","1000","5.3","76","1","0.24","1.3"
"Victoria Harbour","VM1","1988-11-02","1","Surface Water","1.5","0.011","8.2","0.07","0.73","0.63","0.38","23","5.5","1.3","2.2","32.1","<0.2","8","0.043","0.028","0.075","3500","3400","4.1","58","0.2","0.28","0.3"
"Victoria Harbour","VM1","1988-11-02","1","Middle Water","1.5","0.009","13.5","0.06","0.59","0.49","0.32","22.8","8","1.2","2.2","32.2","<0.2","8.1","0.035","0.024","0.074","1100","900","4.6","65","0.6","0.22","0.4"
"Victoria Harbour","VM1","1988-11-02","1","Bottom Water","2.5","0.009","9.6","0.06","0.54","0.44","0.32","22.7","9.5","1.3","2.2","32.3","<0.2","8.1","0.037","0.024","0.075","1600","900","5","70","0.8","0.22","0.5"
"Victoria Harbour","VM1","1988-11-16","1","Surface Water","0.5","0.013","4","0.06","0.69","0.56","0.47","21.5","2.5","1.5","2.6","31.1","<0.2","8.1","0.049","0.021","0.11","1200","1000","4.2","58","0.8","0.34","0.5"
"Victoria Harbour","VM1","1988-11-16","1","Middle Water","0.5","0.013","3.7","0.08","0.81","0.67","0.5","21.3","3","1.6","2.6","31.2","0.3","8","0.05","0.022","0.12","1400","1400","4.3","57","0.2","0.36","0.7"
"Victoria Harbour","VM1","1988-11-16","1","Bottom Water","1","0.013","3.2","0.06","0.69","0.55","0.47","21.3","3","1.5","2.6","31.2","0.6","8.1","0.05","0.02","0.12","1400","1300","4","54","0.2","0.33","0.4"
"Victoria Harbour","VM1","1988-11-30","1","Surface Water","1.5","0.013","4","0.07","0.94","0.77","0.51","20.2","4.5","1.2","N/A","31","0.9","8.1","0.04","0.025","0.14","700","600","4.3","56","3.4","0.34","1.1"
"Victoria Harbour","VM1","1988-11-30","1","Middle Water","1","0.013","4.5","0.08","1.04","0.87","0.49","20.2","3.5","1.1","N/A","31","0.9","8.1","0.055","0.025","0.14","600","500","4.3","57","2.7","0.32","0.6"
"Victoria Harbour","VM1","1988-11-30","1","Bottom Water","1.5","0.013","3.5","0.08","0.93","0.76","0.49","20","4","1.2","N/A","31.1","1.6","8.1","0.053","0.026","0.14","500","500","4.5","60","2.7","0.32","0.7"
"Victoria Harbour","VM1","1988-12-14","1","Surface Water","0.5","N/A","3.6","0.09","0.97","0.87","0.48","19.1","3.5","0.57","2.3","N/A","<0.2","8","0.06","0.021","0.083","700","700","4.4","57","1","0.38","0.8"
"Victoria Harbour","VM1","1988-12-14","1","Middle Water","1","N/A","3.3","0.09","0.79","0.69","0.48","19","3.5","0.59","2.3","N/A","0.2","8.1","0.062","0.021","0.08","600","300","4.5","58","0.4","0.38","0.5"
"Victoria Harbour","VM1","1988-12-14","1","Bottom Water","1","N/A","3.5","0.09","0.96","0.86","0.47","19","4","0.61","2.3","N/A","<0.2","8.1","0.061","0.021","0.077","600","500","4.7","61","0.6","0.37","0.4"
"Victoria Harbour","VM1","1988-12-28","1","Surface Water","1","0.011","3.2","0.08","0.77","0.68","0.34","18.7","4.5","0.9","2.5","31.6","0.3","8.2","0.042","0.018","0.067","1200","1100","5.4","69","0.8","0.25","1.4"
"Victoria Harbour","VM1","1988-12-28","1","Middle Water","1.5","0.011","3.4","0.06","0.71","0.62","0.33","18.4","5","0.7","2.5","31.8","0.4","8.2","0.039","0.019","0.066","1100","1000","5.8","74","0.6","0.24","1"
"Victoria Harbour","VM1","1988-12-28","1","Bottom Water","1","0.01","4.8","0.08","0.98","0.9","0.29","18.3","6","0.87","2.5","31.9","<0.2","8.3","0.041","0.017","0.061","1200","1100","6.4","82","0.7","0.21","1"
"Victoria Harbour","VM1","1989-01-11","1","Surface Water","1","0.01","4.3","0.06","0.64","0.54","0.29","17.9","4","1.3","1.9","31.6","<0.2","8.3","0.035","0.02","0.084","400","100","5.4","69","0.8","0.19","0.8"
"Victoria Harbour","VM1","1989-01-11","1","Middle Water","1","0.009","5.8","0.06","0.56","0.46","0.28","17.6","5","1.1","1.9","31.6","<0.2","8.3","0.03","0.019","0.083","2800","2300","5.4","69","0.6","0.18","0.9"
"Victoria Harbour","VM1","1989-01-11","1","Bottom Water","1","0.007","5.2","0.06","0.58","0.48","0.23","17.5","5","1.1","1.9","31.6","0.4","8.3","0.028","0.019","0.082","2100","1900","5.5","70","0.3","0.13","0.7"
"Victoria Harbour","VM1","1989-01-25","1","Surface Water","2","0.008","3.2","0.09","0.83","0.71","0.45","16.4","4.5","1.2","2","31.3","1.9","8","0.05","0.021","0.1","5000","4300","5.3","66","<0.2","0.33","1"
"Victoria Harbour","VM1","1989-01-25","1","Middle Water","1","0.007","2.7","0.09","0.7","0.57","0.38","16.3","3","1.2","2","31.4","2.9","8.1","0.061","0.019","0.11","7900","7000","5.8","71","<0.2","0.25","0.9"
"Victoria Harbour","VM1","1989-01-25","1","Bottom Water","1.5","0.007","3.2","0.07","0.63","0.51","0.34","16.3","4","1.2","2","31.5","1.7","8.1","0.037","0.019","0.1","7200","6200","5.8","72","<0.2","0.22","0.7"
"Victoria Harbour","VM1","1989-02-09","1","Surface Water","1","0.004","4.5","0.05","0.6","0.47","0.27","15.3","2","1.1","2.7","31.5","0.6","8.1","0.023","0.017","0.11","12000","11000","6.6","80","2.5","0.14","1"
"Victoria Harbour","VM1","1989-02-09","1","Middle Water","1","0.002","4","0.04","0.5","0.38","0.16","15.2","3.5","0.97","2.7","31.7","0.8","8.2","0.019","0.015","0.1","84000","8400","7","84","1.5","0.048","1"
"Victoria Harbour","VM1","1989-02-09","1","Bottom Water","1","0.001","4.5","0.06","0.45","0.33","0.13","15.2","4","0.97","2.7","31.8","1.1","8.1","0.021","0.015","0.1","5700","5300","7","84","1.7","0.015","1"
"Victoria Harbour","VM1","1989-02-22","1","Surface Water","1","N/A","4.8","0.07","0.65","0.56","0.34","N/A","2.5","0.88","N/A","N/A","0.5","8","0.039","0.014","0.073","2200","2200","N/A","N/A","1.3","0.25","1.4"
"Victoria Harbour","VM1","1989-02-22","1","Middle Water","1","N/A","5.5","0.06","0.48","0.41","0.23","N/A","3","0.63","N/A","N/A","0.6","8.1","0.026","0.011","0.058","7400","6700","N/A","N/A","1.9","0.16","1.3"
"Victoria Harbour","VM1","1989-02-22","1","Bottom Water","1","N/A","5.5","0.06","0.56","0.48","0.28","N/A","4.5","0.77","N/A","N/A","0.3","8.1","0.031","0.012","0.067","8500","7600","N/A","N/A","1.6","0.2","1.5"
"Victoria Harbour","VM1","1989-03-08","1","Surface Water","1","0.006","5","0.04","0.42","0.38","0.19","15.8","4.5","0.67","N/A","32.9","0.6","8.3","0.028","0.007","0.03","3000","2600","5.8","72","0.4","0.15","0.7"
"Victoria Harbour","VM1","1989-03-08","1","Middle Water","1","0.006","5.5","0.04","0.35","0.31","0.19","15.7","6","0.68","N/A","33","0.4","8.3","0.029","0.007","0.032","2600","1900","5.9","73","0.6","0.15","0.6"
"Victoria Harbour","VM1","1989-03-08","1","Bottom Water","1.5","0.006","5.5","0.04","0.54","0.5","0.18","15.7","6.5","0.67","N/A","33","<0.2","8.3","0.027","0.007","0.03","2400","1800","5.9","72","0.6","0.14","0.7"
"Victoria Harbour","VM1","1989-03-22","1","Surface Water","1.5","0.008","8","0.11","0.73","0.7","0.21","16.7","5","0.72","2","33.2","0.6","8.3","0.035","0.007","0.024","11000","11000","5.7","71","0.2","0.18","0.7"
"Victoria Harbour","VM1","1989-03-22","1","Middle Water","<0.5","0.008","9","0.05","0.6","0.56","0.23","16.7","1.5","1.1","2","33.2","0.2","8.3","0.038","0.009","0.033","9300","8900","5.6","70","0.4","0.19","0.7"
"Victoria Harbour","VM1","1989-03-22","1","Bottom Water","0.5","0.008","9","0.06","0.5","0.47","0.21","16.7","3","0.67","2","33.3","0.2","8.3","0.036","0.008","0.025","7600","6900","5.7","71","0.8","0.18","0.6"
"Victoria Harbour","VM1","1989-04-06","1","Surface Water","1","0.006","22","0.09","0.96","0.9","0.25","18.2","3.5","0.83","2","32.9","<0.2","8.1","0.033","0.013","0.046","6300","5900","4.2","55","0.3","0.19","0.8"
"Victoria Harbour","VM1","1989-04-06","1","Middle Water","0.5","0.007","21","0.09","0.7","0.64","0.3","18.1","4.5","0.82","2","33.1","1.4","8.1","0.041","0.012","0.044","8200","8000","4.5","57","<0.2","0.24","0.7"
"Victoria Harbour","VM1","1989-04-06","1","Bottom Water","1","0.008","19.5","0.09","0.81","0.75","0.31","18.1","2.5","0.89","2","33.3","0.8","8.1","0.03","0.013","0.043","8700","8300","4.7","59","0.2","0.25","1.1"
"Victoria Harbour","VM1","1989-05-03","1","Surface Water","0.5","0.019","8.2","0.09","0.91","0.81","0.49","22.1","1.5","0.72","1.1","31.4","1.7","8.1","0.029","0.016","0.085","6300","5900","4.2","57","1.4","0.39","1"
"Victoria Harbour","VM1","1989-05-03","1","Middle Water","1","0.021","8.8","0.09","0.84","0.74","0.5","22","2.5","0.68","1.1","32.1","1.2","8.2","0.055","0.015","0.08","8100","7500","3.7","49","2.6","0.4","0.9"
"Victoria Harbour","VM1","1989-05-03","1","Bottom Water","1","0.017","8.1","0.08","0.81","0.73","0.4","21.8","2","0.66","1.1","32.1","0.3","8.2","0.043","0.014","0.064","6300","6000","4.2","57","1.5","0.32","0.9"
"Victoria Harbour","VM1","1989-05-17","1","Surface Water","1","0.017","4.9","0.06","0.67","0.59","0.35","23.7","1","0.53","2.1","32.3","0.5","8.2","0.058","0.017","0.067","8400","7500","3.3","47","2.7","0.27","1.2"
"Victoria Harbour","VM1","1989-05-17","1","Middle Water","1","0.012","4.8","0.06","0.66","0.57","0.35","23.5","1","0.55","2.1","32.4","<0.2","8.1","0.049","0.017","0.071","6300","5100","3.1","43","1.4","0.26","0.8"
"Victoria Harbour","VM1","1989-05-17","1","Bottom Water","1","0.012","6.4","0.06","0.74","0.66","0.34","23.4","1.5","0.53","2.1","32.4","<0.2","8.1","0.049","0.017","0.067","4400","3600","2.9","40","1.8","0.26","0.3"
"Victoria Harbour","VM1","1989-06-01","1","Surface Water","1.5","0.011","9","0.06","0.57","0.52","0.26","22.5","6.5","0.82","1.7","32.5","0.8","8.2","0.04","0.011","0.037","2100","2100","4.4","61","0.5","0.21","0.5"
"Victoria Harbour","VM1","1989-06-01","1","Middle Water","1.5","0.011","8.9","0.06","0.54","0.49","0.26","22.5","5.5","0.87","1.7","32.7","1.1","8.2","0.047","0.011","0.039","1500","1500","4.8","67","0.2","0.21","0.6"
"Victoria Harbour","VM1","1989-06-01","1","Bottom Water","1.5","0.011","10.2","0.06","0.65","0.58","0.28","22.4","8","0.95","1.7","32.7","0.7","8.2","0.035","0.012","0.061","170","160","5.1","71","0.5","0.21","0.4"
"Victoria Harbour","VM1","1989-06-14","1","Surface Water","1","0.002","4.2","0.05","0.53","0.43","0.11","26","2.5","0.22","1.2","24.1","2.2","8.7","0.014","0.01","0.094","N/A","N/A","10.1","144","36","0.009","3.4"
"Victoria Harbour","VM1","1989-06-14","1","Middle Water","0.5","0.016","4.8","0.06","0.62","0.53","0.27","24","2.5","0.14","1.2","28.3","1.6","8.4","0.022","0.016","0.072","1300","1300","4.5","64","17","0.18","0.9"
"Victoria Harbour","VM1","1989-06-14","1","Bottom Water","0.5","0.017","3.8","0.06","0.55","0.44","0.32","23.9","1.5","0.29","1.2","30.3","2.6","8.3","0.05","0.039","0.072","3800","3800","4.8","67","7.4","0.21","0.6"
"Victoria Harbour","VM1","1989-06-28","1","Surface Water","1","0.026","4.2","0.1","0.68","0.63","0.4","26.5","3","0.76","1.9","30.8","1.2","8.2","0.057","0.011","0.035","1500","1200","2.4","34","0.7","0.35","1.2"
"Victoria Harbour","VM1","1989-06-28","1","Middle Water","1.5","0.026","6.2","0.07","0.73","0.68","0.39","26.5","4","0.65","1.9","31","1.3","8.2","0.039","0.01","0.035","3900","3700","2.4","36","0.5","0.34","1"
"Victoria Harbour","VM1","1989-06-28","1","Bottom Water","1.5","0.025","6.2","0.07","0.61","0.57","0.36","26.5","4.5","0.68","1.9","31","0.9","8.2","0.042","0.009","0.032","3600","3600","2.5","37","0.7","0.32","1"
"Victoria Harbour","VM1","1989-07-12","1","Surface Water","1.5","0.003","5.1","0.04","0.39","0.34","0.06","27.5","4","0.05","1","27.6","8.6","8.8","<0.005","0.012","0.038","400","300","7.5","112","20","0.013","2.4"
